0,0
0,0
1,1
0,2
2,3
3,4
4,5
5,6
6,7
7,8
8,9
9,10
0,11
10,12
11,13
12,14
13,15
0,16
0,17
14,18
15,19
16,20
0,21
17,22
18,23
19,24
0,20
20,25
21,26
0,27
0,28
0,29
22,30
23,31
24,32
25,33
26,34
0,35
0,36
27,37
28,38
29,39
30,40
0,41
31,42
32,43
33,44
0,45
34,46
35,47
36,48
37,49
0,50
38,51
39,52
40,53
41,54
0,55
42,56
43,57
0,58
44,59
45,60
46,61
47,62
48,63
49,64
50,65
51,66
52,67
53,68
0,69
54,70
55,71
0,72
56,73
57,74
58,75
59,76
60,77
0,78
61,79
62,80
63,81
64,82
65,83
0,84
0,85
66,86
67,87
68,88
69,89
70,90
71,91
72,92
73,93
74,94
75,95
0,96
76,97
77,98
78,99
79,100
80,101
81,102
82,103
83,104
0,105
84,106
85,107
86,108
0,109
87,110
88,111
89,112
0,113
90,114
91,115
92,116
93,117
94,118
95,119
96,120
97,121
98,122
99,123
100,124
101,125
102,126
103,127
104,128
105,129
106,130
107,131
108,132
109,133
110,134
111,135
0,136
112,137
113,138
114,139
115,140
116,141
117,142
0,143
118,144
119,145
0,146
120,147
121,148
0,149
122,150
123,151
124,152
125,153
126,154
0,65
127,155
128,156
129,157
130,158
131,159
132,160
133,161
134,162
135,163
0,164
136,165
137,166
138,167
0,168
139,169
140,170
0,171
141,172
142,173
0,174
143,175
144,176
145,177
146,178
147,179
148,180
0,181
149,182
150,183
151,184
152,185
153,186
154,187
155,188
156,189
157,190
158,191
159,192
160,193
161,194
162,195
163,196
0,197
164,198
165,199
166,200
167,201
168,202
0,203
169,204
170,205
171,206
172,207
173,208
174,209
175,210
0,211
176,212
177,213
178,214
179,215
180,216
181,217
182,218
183,219
184,220
185,221
186,222
187,223
188,224
189,225
190,226
191,227
192,228
0,229
193,230
194,231
0,232
195,233
196,234
0,235
197,236
0,237
198,238
199,239
0,240
200,241
201,242
202,243
203,244
204,245
205,246
206,247
207,248
0,249
208,250
209,251
210,252
211,253
0,254
0,255
212,256
213,257
214,258
215,259
216,260
217,261
218,262
0,263
219,264
220,265
221,266
222,267
223,268
224,269
225,270
226,271
0,272
0,273
0,274
227,275
228,276
229,277
230,278
231,279
232,280
233,281
234,282
0,283
235,284
236,285
237,286
0,287
238,288
239,289
0,290
240,291
241,292
242,293
243,294
244,295
245,296
0,297
246,298
247,299
248,300
249,301
250,302
0,303
251,304
252,305
0,306
253,307
254,308
255,309
256,310
257,311
0,312
258,313
259,314
260,315
261,316
0,317
262,318
0,319
263,320
264,321
265,322
266,323
267,324
268,325
269,326
270,327
271,328
272,329
273,330
274,331
275,332
276,333
0,334
277,335
