"Hand Management, Open Drafting, Solo / Solitaire Game, Tile Placement",0
"Chaining, Hand Management, Income, Loans, Market, Network and Route Building, Tags, Tech Trees / Tech Tracks, Turn Order: Stat-Based, Variable Set-up",1
"Dice Rolling, End Game Bonuses, Grid Movement, Set Collection, Solo / Solitaire Game, Team-Based Game, Tile Placement",2
"Action Points, Cooperative Game, Hand Management, Legacy Game, Multi-Use Cards, Point to Point Movement, Scenario / Mission / Campaign Game, Set Collection, Tags, Trading, Variable Player Powers",3
"Action Queue, End Game Bonuses, Grid Coverage, Hand Management, Hexagon Grid, Income, Increase Value of Unchosen Resources, Open Drafting, Set Collection, Solo / Solitaire Game, Tags, Tile Placement, Variable Player Powers, Variable Set-up",4
"Action Queue, Action Retrieval, Campaign / Battle Card Driven, Card Play Conflict Resolution, Communication Limits, Cooperative Game, Critical Hits and Failures, Deck Construction, Grid Movement, Hand Management, Hexagon Grid, Legacy Game, Line of Sight, Modular Board, Multi-Use Cards, Narrative Choice / Paragraph, Once-Per-Game Abilities, Role Playing, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Solo / Solitaire Game, Storytelling, Tags, Variable Player Powers",5
"Action Drafting, Area-Impulse, Dice Rolling, Follow, Grid Movement, Hexagon Grid, Increase Value of Unchosen Resources, King of the Hill, Modular Board, Movement Points, Race, Tech Trees / Tech Tracks, Trading, Variable Phase Order, Variable Player Powers, Variable Set-up, Voting",6
"Card Play Conflict Resolution, Deck, Bag, and Pool Building, Delayed Purchase, Force Commitment, Increase Value of Unchosen Resources, Multi-Use Cards, Open Drafting, Race, Solo / Solitaire Game, Tags, Take That, Turn Order: Progressive, Variable Player Powers, Worker Placement",7
"Closed Drafting, Contracts, End Game Bonuses, Hand Management, Hexagon Grid, Income, Set Collection, Solo / Solitaire Game, Tags, Take That, Tech Trees / Tech Tracks, Tile Placement, Turn Order: Progressive, Variable Player Powers, Variable Set-up, Victory Points as a Resource",8
"Action Drafting, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Card Play Conflict Resolution, Dice Rolling, Events, Hand Management, Movement Points, Team-Based Game, Variable Player Powers, Variable Set-up",9
"Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Contracts, Delayed Purchase, Dice Rolling, Die Icon Resolution, Events, Hand Management, Hidden Movement, Income, Once-Per-Game Abilities, Tags, Take That, Team-Based Game, Variable Player Powers, Variable Set-up, Worker Placement, Different Worker Types",10
"Area Majority / Influence, Cooperative Game, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection, Variable Player Powers",11
"Action Retrieval, Area Majority / Influence, Automatic Resource Growth, Campaign / Battle Card Driven, Cooperative Game, Deck, Bag, and Pool Building, Hand Management, Modular Board, Simultaneous Action Selection, Solo / Solitaire Game, Tags, Variable Player Powers, Variable Set-up",12
"Action Queue, Action Retrieval, Campaign / Battle Card Driven, Communication Limits, Cooperative Game, Critical Hits and Failures, Deck Construction, Grid Movement, Hand Management, Hexagon Grid, Legacy Game, Line of Sight, Multi-Use Cards, Once-Per-Game Abilities, Player Elimination, Role Playing, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Solo / Solitaire Game, Variable Player Powers",13
"Automatic Resource Growth, Card Play Conflict Resolution, Deck, Bag, and Pool Building, Delayed Purchase, Force Commitment, Increase Value of Unchosen Resources, Multi-Use Cards, Open Drafting, Solo / Solitaire Game, Team-Based Game, Turn Order: Progressive, Variable Player Powers, Worker Placement",14
"End Game Bonuses, Hexagon Grid, Income, Modular Board, Network and Route Building, Solo / Solitaire Game, Tags, Tech Trees / Tech Tracks, Turn Order: Pass Order, Variable Player Powers, Variable Set-up, Victory Points as a Resource",15
"Cooperative Game, Hand Management, Modular Board, Open Drafting, Simultaneous Action Selection, Variable Player Powers",16
"Card Play Conflict Resolution, Deck, Bag, and Pool Building, Open Drafting, Race, Turn Order: Progressive, Variable Player Powers, Worker Placement",17
"Action / Event, Advantage Token, Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Events, Hand Management, Simulation, Simultaneous Action Selection, Sudden Death Ending, Tug of War, Variable Set-up",18
"Action Points, Auction / Bidding, Auction: Dutch, Events, Income, Open Drafting, Player Elimination, Tags, Take That",19
