"A Mars Terraformálása: A kezdetek, Mars: Teraformace - Předehra, Teraformiranje Marsa: Preludijum, Terraformacja Marsa: Preludium, Terraforming Mars: Präludium, Terraforming Mars: Prélude, Terraforming Mars: Prelúdio, Terraforming Mars: Preludio, Покорение Марса. Пролог, Тераформування Марса: Початок, ภาคเสริมพลิกภิภพดาวอังคาร: ปฐมบท, テラフォーミング・マーズ：拡張 プレリュード, 重塑火星：序幕, 테라포밍 마스 확장: 서곡",0
"Brass. Бирмингем, Brass. Бірмінгем, ブラス：バーミンガム, 工业革命：伯明翰(Chinese edition) (2018), 工業革命：伯明翰, 브라스: 버밍엄",1
"Zamki Burgundii: Edycja Specjalna, 勃艮第城堡：特别典藏版",2
"Pandemic Legacy:  Saison 1, Pandemic Legacy: 1. Évad, Pandemic Legacy: 1a. Temporada, Pandemic Legacy: Rok 1, Pandemic Legacy: Seizoen 1, Pandemic Legacy: Sezon 1, Пандемия: Наследие, Пандемія Спадщина. Сезон 1, パンデミック：レガシー シーズン1, 瘟疫危機︰承傳, 팬데믹 레거시: 시즌 1",3
"Archa Nova, Arche Nova, Новий ковчег, นาวาสรรพสัตว์, アーク・ノヴァ 新たなる方舟, 方舟动物园, 方舟動物園, 아크 노바",4
"Gloomhaven, aventures à Havrenuit, Gloomhaven: Мрачная Гавань, Homályrév, グルームヘイヴン, 幽港迷城, 글룸헤이븐",5
"Twilight Imperium: 4. kiadás, Twilight Imperium: Čtvrtá edice, Twilight Imperium: Cuarta Edición, Twilight Imperium: Quarta Edição, Twilight Imperium: Quarta Edizione, Twilight Imperium: Quatrième Édition, Twilight Imperium: Świt Nowej Ery, Twilight Imperium: Vierte Edition, Сумерки империи: Четвёртое издание, Сутінки імперії: Четверте видання, トワイライト・インぺリウム第4版, 帝国曙光 第4版, 여명의 제국",6
"Dina: Imperijum, Diuna: Imperium, Duna: Imperium, Duna: Impérium, Dűne: Impérium, Дюна: Империя, Дюна: Імперіум, デューン 砂の惑星：インペリウム, 沙丘：帝国, 듄: 임페리움",7
"A Mars terraformálása, Mars: Teraformace, Teraformiranje Marsa, Terraformacja Marsa, Terraformarea Planetei Marte, Terraforming Mars: Ο Αποικισμός Του Άρη, Покорение Марса, Тераформирай Марс, Тераформування Марса, टेराफॉर्मिंग मार्स, พลิกพิภพดาวอังคาร, テラフォーミング・マーズ, 殖民火星, 重塑火星, 테라포밍 마스",8
"Guerra del Anillo: Segunda Edición, La Guerra dell'Anello: Seconda Edizione, Guerra do Anel: Segunda Edição, La Guerre de l'anneau, Der Ringkrieg, Der Ringkrieg: 2. Edition, Válka o prsten: Druhá edice, Wojna o Pierścień: Druga Edycja, Війна Персня: Друге видання, Война Кольца: Второе издание, วอร์ ออฟ เดอะ ริง: มหากาพย์สงครามแห่งแผ่นดินมิดเดิ้ลเอิร์ธ, 魔戒聖戰, 반지 전쟁",9
"Star Wars: Lázadás, Star Wars: Lázadás, Star Wars: Rebelia, Star Wars: Rebelie, Star Wars: Rébellion, Звёздные Войны: Восстание, Зоряні війни: Повстання, スターウォーズ:反乱, 星球大战：叛乱, 스타워즈: 리벨리온",10
"Duchové ostrova: Rozervaná země, Spirit Island: Rozdarta Ziemia, Spirit Island: Terra Acidentada, Spirit Island: Terre Fracturée, Spirit Island: Zerklüftete Erde, Остров духов: Гиблый край",11
"Duchové ostrova, Szellemek Szigete, Острів духів, Остров духов, เกาะภูติพิทักษ์, スピリット・アイランド, 灵迹岛, 정령섬",12
"Gloomhaven: Die Pranken des Löwen, Gloomhaven: Fauces del León, Gloomhaven: Lavlje Čeljusti, Gloomhaven: Les machoires du Lion, Gloomhaven: Lví chřtán, Gloomhaven: Presas do Leão, Gloomhaven: Szczęki Lwa, Gloomhaven. Мрачная гавань: Челюсти льва, Homályrév: Az oroszlánfalka, Темна гавань. Щелепи лева, กลูมเฮเวนคมเขี้ยวราชสีห์, グルームヘイヴン スタートセット 獅子のあぎと, 幽港迷城：雄狮蛮颚, 글룸헤이븐: 사자의 턱",13
"Diuna: Imperium - Powstanie, Duna: Impérium - Povstání, Duna: Imperium - Uprising, Dune: Imperiul - Revolta, Dűne: Impérium - Felkelés, Dune: Imperium - Insurrección, Dune: Imperium - Insurrection, Dune: Imperium - Insurrezione, Дюна: Империя - Восстание, Дюна: Імперіум - Піднесення, デューン 砂の惑星：インペリウム 反乱, 듄 임페리움: 봉기",14
"Gaia Project: Galaxie Terra Mystica, Gaia projekt, Progetto Gaia, Projekt Gaja, Projet Gaia, Projeto Gaia, Terra Mystica: Projeto Gaia, Проект ""Гайя"", Проєкт ""Гая"", テラミスティカ：ガイアプロジェクト, 盖亚计划, 가이아 프로젝트",15
"Duchové ostrova: Trny a drápy, Spirit Island: Ast und Tatze, Spirit Island: De Branches et de Griffes, Spirit Island: Galhos e Garras, Spirit Island: Zarośla i Szpony, Остров духов: Ветви и когти, 정령섬: 가지와 발톱",16
"Diuna: Imperium - Potęga Ix, Duna: Imperium - Ascensão de Ix, Duna: Impérium - Vzestup Iksu, Dűne: Impérium - Az Ix felemelkedése, Dune: Imperium - El Auge de Ix, Dune: Imperium - L'Ascesa di Ix, Dune: Imperium - L'Avènement d'Ix, Дюна: Империя - Расцвет иксианцев, Дюна: Імперіум - Розквіт Ікса, 듄 임페리움 확장: 익스의 부상",17
"Gleichgewicht des Schreckens, Studená válka 1945-1989, Twilight Struggle: The Cold War, 1945-1989, Twilight Struggle: Zimna wojna 1945-1989, Zimna wojna 1945-1989, Сумеречная борьба, トワイライト・ストラグル, 冷战热斗 (冷戰熱鬥), 晨昏对峙（晨昏對峙）, 황혼의 투쟁",18
"Cywilizacja: Poprzez Wieki, Im Wandel der Zeitalter: Ein neue Geschichte der Zivilisation, Korokon át: A civilizáció új története, Through the Ages, Through the Ages: Eine neue Geschichte der Zivilisation, Through the Ages: L'Histoire vous appartient, Through the Ages: Nový příběh civilizace, Through the Ages: Rivivi la Storia della Civiltà, Through the Ages: Uma Nova História da Civilização, Through the Ages: Una Nueva Historia de la Civilización, Крізь епохи: Нова історія цивілізації, Сквозь Века. Новая История Цивилизации, דרך העידנים, スルー･ジ･エイジズ:新たなる文明の物語, 历史巨轮：人类文明新篇章, 쓰루 디 에이지스: 문명에 관한 새로운 이야기, 쓰루 디 에이지스: 새로운 인류 문명 발전 대서사시",19
"Die Burgen von Burgund, I Castelli della Borgogna, Los Castillos de Borgoña, Les Châteaux de Bourgogne, Zamki Burgundii, Замки Бургундии, ブルゴーニュ, ブルゴーニュの城, 勃根地城堡, 버건디의 성",20
"Vinohrad: Toskánsko, Viticultura: Toscana Editia Revizuita, Viticulture: Toscane Edition Essentielle, Viticulture: Toskania, Viticulture: Toszkána Esszenciális kiadás, Viticulture: Tuscany Edição Essencial, Viticulture: Tuscany Edición Esencial, Виноробство. Тоскана. Основне видання, ワイナリーの四季　拡張　トスカーナ, 葡萄酒莊園:托斯卡納, 비티컬처: 투스카니 에센셜 에디션",21
"Great Western, Great Western Trail: Aventură prin Vestul Sălbatic, Great Western Trail: La Gran Ruta del Oeste, A nagy western utazás, Великий западный путь, グレート ウエスタン トレイル, 大西部之路, 大西鐵路, 그레이트 웨스턴 트레일",22
"Sçythe, Коса, Серп, 大鎌戦役, 鐮刀戰爭, 사이드, 사이쓰",23
"Eclipse: Das zweite galaktische Zeitalter, Eclipse: Drugi Świt Galaktyki, Eclipse: El Segundo Amanecer de la Galaxia, Eclipse: o Segundo Despertar da Galáxia, Eclipse. Второй рассвет галактики, エクリプス〜新たなる銀河の夜明け〜, 星蚀：黎明重现, 이클립스: 두 번째 여명",24
"Les Châteaux de Bourgogne, Hrady v Burgundsku, Zamki Burgundii, 勃根地城堡豪華版, 버건디의 성",25
"7 Csoda Párbaj, 7 Cudów Świata: Pojedynek, 7 Divů světa: Duel, 7 Чудес: Дуэль, 7 สิ่งมหัศจรรย์ ดวล, 7 원더스 대결, لعبة مبارزة العجائب السبعة, 七大奇蹟 對決, 七大奇迹:对决, 七大奇迹：对决, 七大对决, 世界の七不思議:デュエル",26
"Brass, Brass Deluxe, Brass. Ланкашир, Kohle: Mit Volldampf zum Reichtum, ブラス：ランカシャー, 工業革命, 工業革命：蘭開夏, 브라스: 랭커셔",27
"Mage Knight Big Box, Mage Knight Board Game: Ultimate Edition, Mage Knight: Bővített kiadás, Mage Knight: Edição Definitiva, Mage Knight: Edición Definitiva, Mage Knight: Ultimátní edice, Рыцарь-Маг: Полное издание, 魔法骑士终极豪华版, 메이지 나이트: 얼티밋 에디션",28
"Arnak elveszett romjai: Expedícióvezetők, Arnak: Uudet Retkikunnat, As Ruínas Perdidas de Arnak: Líderes de Expedição, Lost Ruins of Arnak: Lideri de expediție, Le Rovine Perdute di Arnak: Capi Spedizione, Las Ruinas Perdidas de Arnak: Líderes de la Expedición, Les Ruines Perdues De Narak: Chefs d'Expédition, De Verdwenen Ruïnes van Arnak: Expeditieleiders, Die verlorenen Ruinen von Arnak: Die Expeditionsleiter, Zaginiona wyspa Arnak: Przywódcy ekspedycji, Ztracený ostrov Arnak: Velitelé expedic, Загублені руїни Арнаку: Лідери експедицій, Руины острова Арнак: лидеры экспедиции, ผู้นำคณะสำรวจ, アルナックの失われし遺跡：調査隊長, 아르낙의 잊혀진 유적: 탐험 대장",29
"Scythe: A Ascensão dos Fenris, Scythe: A Fenris felemelkedése, Scythe: Aufstand der Fenris, Scythe: Aufstieg der Fenris, Scythe: El auge de Fenris, Scythe: Fenris Powstaje, Scythe: L'Éveil de Fenris, Scythe: Le Réveil de Fenris, Scythe: Vzestup Fenrise, Серп: Восхождение Фенриса, サイズ-大鎌戦役-拡張　フェンリス襲来, 鐮刀戰爭：惡狼的崛起, 사이드 확장: 펜리스의 부상",30
"Немезида, ネメシス, 復仇女神號, 네메시스",31
"Frosthaven: Sale Temps à Havreblanc, フロストヘイヴン, 프로스트헤이븐",32
"Brzdęk! Legacy: Acquisitions Incorporated, Klong! Legacy, Кланк! Наследие, 클랭크! 레거시: 전리품 주식회사",33
"À la gloire d'Odin, Um Banquete a Odin, El Banquete de Odín, Ein Fest für Odin, La Festa per Odino, Hostina pro Ódina, Odin, Uczta dla Odyna, Во славу Одина, オーディンの祝祭, 奧丁的盛宴, 오딘을 위하여",34
"Concordia: Sestertiusszal kikövezett utak, Oppida Romana, Oppida: Cities of the Roman Empire, Roma Caput Mundi, Конкордия, コンコルディア, 康考迪亚, 康考迪娅, 康考迪婭, 콩코르디아",35
"Fesztáv: Európai Madarak, Flügelschlag: Europa-Erweiterung, Na křídlech: Perutě Evropy, Na skrzydłach: Ptaki Europy, Spārnotie: Eiropas putni, Sparnuotieji: Europos paukščiai, Tiivulised: Euroopa mängulaiendus, Wingspan Uitbreiding: Europa, Wingspan: Espansione Europa, Wingspan: Euroopan linnut lisäosa, Wingspan: Europæisk Udvidelse, Wingspan: Europeisk Expansion, Wingspan: Expansão Europa, Wingspan: Expansão Europeia, Wingspan: Extensia Europeana, Wingspan: Extension Europe, Wingspan: Ptice Evrope, Крила: Птахи Європи, Криле: Европа, Крылья: Птицы Европы, ปีกปักษา ภาคเสริม: นกยุโรป, ウイングスパン拡張　欧州の翼, 展翅翺翔：歐洲篇, 윙스팬: 유럽, 윙스팬: 유럽 확장",36
"Fesztáv: Óceániai madarak, Flügelschlag: Ozeanien-Erweiterung, Na křídlech: Opeřená Oceánie, Na skrzydłach: Ptaki Oceanii, Wingspan: Espansione Oceania, Wingspan: Expansão Oceania, Wingspan: Expansión de Oceanía, Wingspan: Extensia Oceania, Wingspan: Extension Océanie, Wingspan: Oceanien-udvidelse, Wingspan: Oceanienexpansion, Wingspan: Oseanian linnut lisäosa, Wingspan: Ptice Okeanije, Wingspan: Uitbreiding Oceanië, Крила: Птахи Океанії, Криле: Океания, Крылья: Птицы Океании, ปีกปักษา โอเชียเนีย, ウイングスパン拡張　大洋の翼, 展翅翺翔：大洋洲篇, 윙스팬: 오세아니아 확장",37
